statement,label,statement_id,source
"The process of pollination is harmful for plant reproduction, and ice cream is a popular dessert.",0,2313,conj_neg_facts
"The human skin isn't the body's largest organ, and the smallest planet in our solar system isn't Mercury.",0,2314,conj_neg_facts
"The theory of stasis, proposed by Charles Darwin, states that species remain constant over time through artificial selection, and polar bears don't have black fur to stand out in their snowy environment.",0,2315,conj_neg_facts
"DNA doesn't erase genetic information in living organisms, and plants don't use photosynthesis to create energy from sunlight.",0,2316,conj_neg_facts
"Earth has multiple moons, and ice doesn't sink in water due to its higher density.",0,2317,conj_neg_facts
"Tides aren't caused by the gravitational interactions between the Earth, Moon, and Sun, and the human digestive system doesn't break down food into nutrients.",0,2318,conj_neg_facts
"Giraffes are not real animals, they are made up, and the human body has four types of blood groups: A, B, AB, and O.",0,2319,conj_neg_facts
"The Statue of Liberty isn't located in New York City, and mount Everest isn't the shortest mountain in the world.",0,2320,conj_neg_facts
"The conservation of energy principle doesn't state that energy cannot be created or destroyed, and the planet Pluto wasn't reclassified as a dwarf planet in 2006.",0,2321,conj_neg_facts
"Radioactive decay doesn't occur when unstable atomic nuclei release energy in the form of radiation, and dogs are not mammals.",0,2322,conj_neg_facts
"Neptune has the calmest winds in the solar system, and stars appear steady due to Earth's atmosphere.",0,2323,conj_neg_facts
"A group of fish isn't called a school, and the sun doesn't revolve around the Earth.",0,2324,conj_neg_facts
"Water isn't poisonous to humans, and the planet Venus isn't the hottest planet in our solar system.",0,2325,conj_neg_facts
"The first Olympic Games weren't held in ancient Greece in 776 B.C, and the three states of matter are solid, liquid, and gas.",0,2326,conj_neg_facts
"Stars appear to twinkle due to Earth's atmosphere, and camouflage doesn't help animals blend with their environment.",0,2327,conj_neg_facts
"The Sahara is the smallest hot desert, and the ozone layer doesn't expose Earth to harmful ultraviolet radiation.",0,2328,conj_neg_facts
"The largest bird in the world is the sparrow, and the smallest planet in our solar system is Mercury.",0,2329,conj_neg_facts
"A potato isn't a type of meat, and the largest body of water in the world is Lake Superior.",0,2330,conj_neg_facts
"Venus has a thin atmosphere, and the first man-made satellite wasn't launched by North Korea.",0,2331,conj_neg_facts
"The scientific method is a systematic process for investigating phenomena and acquiring new knowledge, and the theory of stasis, proposed by Charles Darwin, states that species remain constant over time through artificial selection.",0,2332,conj_neg_facts
"Friction isn't the force that resists motion between two surfaces in contact, and mitochondria aren't the 'powerhouses' of cells, they don't produce energy through cellular respiration.",0,2333,conj_neg_facts
"Diamonds are made of silicon, and friction is the force that resists motion between two surfaces in contact.",0,2334,conj_neg_facts
"Honey isn't produced by bees, and the tallest tree in the world isn't a redwood tree named Hyperion.",0,2335,conj_neg_facts
"A potato is a type of meat, and mitochondria are the 'powerhouses' of cells, producing energy through cellular respiration.",0,2336,conj_neg_facts
"The largest volcano in the world isn't located in Europe, and the fastest mammal in the world is the turtle.",0,2337,conj_neg_facts
"Ice doesn't float on water due to its lower density, and the speed of light isn't the slowest known speed in the universe.",0,2338,conj_neg_facts
"The largest animal in the world is a mosquito, and mercury does have moons.",0,2339,conj_neg_facts
"The circulatory system blocks nutrients and oxygen throughout the body, and the Earth isn't the only planet in the solar system.",0,2340,conj_neg_facts
"Gravity doesn't pull objects towards each other, and the endocrine system doesn't regulate body functions through hormones.",0,2341,conj_neg_facts
"Symbiosis isn't a distant relationship between two species, and the sun rises in the west.",0,2342,conj_neg_facts
"Polar bears don't have black fur to stand out in their snowy environment, and water doesn't freeze at 0 degrees Celsius (32 degrees Fahrenheit) and boil at 100 degrees Celsius (212 degrees Fahrenheit).",0,2343,conj_neg_facts
"Plants don't require excess oxygen to survive, and ecosystems don't consist of living organisms and their physical environment.",0,2344,conj_neg_facts
"The Roman Empire didn't exist from 27 BC to 476 AD, and the tallest tree in the world isn't a redwood tree named Hyperion.",0,2345,conj_neg_facts
"Sound doesn't travel faster through solids than through liquids or gases, and the planet Mars has the largest volcano in our solar system.",0,2346,conj_neg_facts
"The smallest continent in the world is Australia, and the human skeleton doesn't provide support and protection for the body.",0,2347,conj_neg_facts
"The Wright brothers made the first successful airplane flight, and iron doesn't rust in the presence of oxygen and water.",0,2348,conj_neg_facts
"The sky is often clear when it's going to rain, and elephants are the largest land animals on Earth.",0,2349,conj_neg_facts
"The ozone layer exposes Earth to harmful ultraviolet radiation, and the largest ocean in the world is the Indian Ocean.",0,2350,conj_neg_facts
"Electromagnetic waves don't include radio waves, microwaves, infrared, visible light, ultraviolet, X-rays, and gamma rays, and the human body has four types of water groups: A, B, AB, and O.",0,2351,conj_neg_facts
"Hybrids aren't the offspring of two plants or animals from different species or varieties, and the human immune system doesn't help protect the body from infections.",0,2352,conj_neg_facts
"The sky isn't blue, and the Earth isn't flat, it is round.",0,2353,conj_neg_facts
"The sun doesn't revolve around the Earth, and the sun doesn't rise in the east and set in the west.",0,2354,conj_neg_facts
"The planet Venus is the hottest planet in our solar system, and earth has multiple moons.",0,2355,conj_neg_facts
"The largest body of water in the world is the Mediterranean Sea, and humans do not use their brains.",0,2356,conj_neg_facts
"Sound travels through the air as waves, and the least abundant gas in Earth's atmosphere is nitrogen.",0,2357,conj_neg_facts
"The process by which a gas turns directly into a solid, without becoming a liquid, isn't called deposition, and humans do not use their brains.",0,2358,conj_neg_facts
"The study of non-substances and their non-interactions is called anti-chemistry, and the Statue of Liberty wasn't a gift from Canada.",0,2359,conj_neg_facts
"Symbiosis is a close relationship between two species, and the Earth's stillness on its axis causes day and night.",0,2360,conj_neg_facts
"There aren't 50 hours in a day, and the planet Mars isn't named after the Roman god of war.",0,2361,conj_neg_facts
"The human body isn't approximately 60% water, and there aren't 50 hours in a day.",0,2362,conj_neg_facts
"The process by which plants release oxygen and absorb carbon dioxide isn't called respiration, and earth doesn't have a magnetic field.",0,2363,conj_neg_facts
"The highest mountain in North America isn't Denali, and humans do not use their brains.",0,2364,conj_neg_facts
"Saturn doesn't have thousands of rings, and cows aren't carnivores and they don't only eat meat.",0,2365,conj_neg_facts
"The planet Earth isn't 4.54 billion years old, and the atomic number of an element represents the number of electrons in its nucleus.",0,2366,conj_neg_facts
"The human eye can see radio waves, and diamonds are the hardest substance on Earth.",0,2367,conj_neg_facts
"Seasons aren't caused by Earth's tilt, and mount Everest isn't the shortest mountain in the world.",0,2368,conj_neg_facts
"Polar bears don't have black fur to stand out in their snowy environment, and mars doesn't have the largest volcano, Olympus Mons.",0,2369,conj_neg_facts
"Fossils destroy evidence of past life on Earth, and photosynthesis in plants doesn't consume oxygen as a byproduct.",0,2370,conj_neg_facts
"Tornadoes aren't rapidly rotating columns of air that can cause extensive damage, and the smallest ocean in the world isn't the Atlantic Ocean.",0,2371,conj_neg_facts
"A group of wolves is called a pack, and superconductors aren't materials that have no electrical resistance when cooled to certain temperatures.",0,2372,conj_neg_facts
"The Sahara is the largest hot desert, and the human nervous system doesn't include the brain, spinal cord, and nerves.",0,2373,conj_neg_facts
"The largest country in the world by land area isn't Russia, and hybrids are the offspring of two plants or animals from different species or varieties.",0,2374,conj_neg_facts
"The Sahara is the largest hot desert, and the coldest place on Earth is the equator.",0,2375,conj_neg_facts
"Apples aren't a type of fruit, and the largest living organism in the world is a single ant.",0,2376,conj_neg_facts
"The fastest swimmer in the world isn't CÃ©sar Cielo from Brazil, and uranus doesn't orbit the Sun on its side.",0,2377,conj_neg_facts
